,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer
1530,Delhi,2014,56000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25,Maruti
1531,Kolkata,2017,31300,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,10.5,Skoda
1532,Coimbatore,2019,11241,Diesel,Manual,First,13.68,2393.0,147.8,8.0,22.55,Toyota
1533,Pune,2014,48000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.2,Hyundai
1534,Coimbatore,2019,23882,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.87,Honda
1535,Hyderabad,2014,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.99,Honda
1536,Jaipur,2011,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0,Volkswagen
1537,Chennai,2014,25000,Diesel,Automatic,First,12.19,2967.0,236.0,5.0,44.0,Audi
1538,Chennai,2015,21000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.79,Maruti
1539,Pune,2012,148000,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,2.9,Tata
1540,Delhi,2016,68000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.85,Hyundai
1541,Bangalore,2014,52000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,49.0,Mercedes-Benz
1542,Jaipur,2016,19000,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.25,Mahindra
1543,Mumbai,2011,74000,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,3.75,Hyundai
1544,Coimbatore,2017,30279,Diesel,Manual,First,26.1,1498.0,99.0,5.0,7.29,Ford
1545,Mumbai,2016,20000,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.5,Mini
1546,Hyderabad,2013,34834,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.6,Maruti
1547,Pune,2015,90000,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,3.1,Mahindra
1548,Coimbatore,2016,38730,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29.98,Mercedes-Benz
1549,Kochi,2016,57390,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.73,Renault
1550,Kolkata,2016,100000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.5,Maruti
1551,Kolkata,2011,50000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.35,Volkswagen
1552,Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.13,Mahindra
1553,Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.9,Volkswagen
1554,Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.9,Maruti
1555,Pune,2005,150000,Petrol,Manual,First,14.7,1598.0,0.0,5.0,1.5,Chevrolet
1556,Delhi,2012,68000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.95,Toyota
1557,Delhi,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.0,Honda
1558,Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198.0,73.75,5.0,7.23,Volkswagen
1559,Mumbai,2012,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,3.81,Maruti
1560,Chennai,2012,42000,Petrol,Manual,Third,18.6,1197.0,85.8,5.0,4.5,Maruti
1561,Pune,2017,38767,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.6,Hyundai
1562,Bangalore,2015,21000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,48.0,Audi
1563,Coimbatore,2010,59136,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.96,Maruti
1564,Kolkata,2014,36000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25,Honda
1565,Chennai,2011,95000,Diesel,Automatic,Second,18.33,1968.0,167.7,5.0,8.5,Volkswagen
1566,Mumbai,2013,51000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.75,Hyundai
1567,Kochi,2011,36411,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.08,Maruti
1568,Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,41.5,Land
1569,Pune,2016,27300,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.0,Honda
1570,Kochi,2011,29813,Petrol,Automatic,Second,14.74,1991.0,181.03,5.0,11.5,Mercedes-Benz
1571,Pune,2011,71000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.6,Maruti
1572,Kolkata,2014,32000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,4.3,Hyundai
1573,Mumbai,2017,19234,CNG,Manual,First,17.5,1373.0,80.46,7.0,8.35,Maruti
1574,Jaipur,2017,50510,Diesel,Automatic,First,17.06,1968.0,141.0,5.0,24.9,Volkswagen
1575,Pune,2011,102000,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13.75,BMW
1576,Kolkata,2014,42277,Diesel,Manual,First,24.0,1186.0,73.97,5.0,3.85,Hyundai
1577,Mumbai,2014,46000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.25,Mercedes-Benz
1578,Chennai,2012,35000,Diesel,Manual,First,13.6,2523.0,0.0,7.0,7.0,Mahindra
1579,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.75,Hyundai
1580,Mumbai,2008,62000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,1.65,Hyundai
1581,Mumbai,2012,78000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.5,Volkswagen
1582,Chennai,2011,79000,Diesel,Manual,First,17.67,1968.0,138.08,5.0,7.5,Skoda
1583,Kochi,2019,6773,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,72.94,Audi
1584,Chennai,2010,135000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0,Toyota
1585,Kochi,2013,36716,Petrol,Manual,First,18.9,1061.0,67.0,5.0,3.02,Maruti
1586,Coimbatore,2013,65060,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.32,Hyundai
1587,Delhi,2013,33000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.24,Honda
1588,Kolkata,2015,11110,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.35,Maruti
1589,Jaipur,2013,63000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,5.5,Mahindra
1590,Mumbai,2015,27030,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.75,Honda
1591,Mumbai,2015,19600,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.15,Skoda
1592,Pune,2016,27755,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.45,Maruti
1593,Hyderabad,2013,20000,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.3,Hyundai
1594,Kochi,2015,24782,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.21,Maruti
1595,Coimbatore,2014,47303,Petrol,Automatic,First,19.34,1198.0,76.0,5.0,5.21,Nissan
1596,Delhi,2008,71000,Petrol,Automatic,First,8.3,4134.0,250.0,7.0,11.99,Audi
1597,Pune,2010,135000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3.1,Maruti
1598,Jaipur,2017,1000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,7.5,Tata
1599,Kolkata,2016,29000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.0,Volkswagen
1600,Kochi,2016,36367,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.73,Honda
1601,Bangalore,2015,38000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.8,Honda
1602,Hyderabad,2011,83969,Petrol,Manual,First,16.1,796.0,37.0,4.0,1.3,Maruti
1603,Jaipur,2014,82621,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.42,Volkswagen
1604,Pune,2009,89000,Diesel,Automatic,First,12.5,1991.0,147.9,7.0,4.0,Chevrolet
1605,Kolkata,2016,54000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.0,Mahindra
1606,Kochi,2015,61691,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.38,Honda
1607,Chennai,2011,32200,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.25,Hyundai
1608,Jaipur,2016,68630,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3.87,Maruti
1609,Mumbai,2014,61000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,8.25,Volkswagen
1610,Mumbai,2018,32644,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9.28,Maruti
1611,Delhi,2012,85000,Diesel,Automatic,First,11.79,2179.0,120.0,7.0,6.25,Mahindra
1612,Mumbai,2008,75000,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,1.15,Chevrolet
1613,Kochi,2016,40347,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.8,Maruti
1614,Hyderabad,2012,60788,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,Hyundai
1615,Kochi,2018,18664,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.56,Honda
1616,Coimbatore,2017,57847,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.08,Mahindra
1617,Bangalore,2012,52237,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5,Hyundai
1618,Chennai,2012,128000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.0,Hyundai
1619,Delhi,2011,54000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.2,Hyundai
1620,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.0,Maruti
1621,Kolkata,2012,98000,Diesel,Manual,First,20.86,1199.0,73.9,5.0,2.51,Skoda
1622,Delhi,2015,60095,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.75,Maruti
1623,Pune,2008,68000,Petrol,Manual,Second,16.0,1086.0,66.7,5.0,2.0,Hyundai
1624,Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.1,Hyundai
1625,Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,6.25,Ford
1626,Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987.0,210.0,5.0,10.6,Mercedes-Benz
1627,Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.0,Maruti
1628,Jaipur,2004,12000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.45,Maruti
1629,Pune,2010,54898,Petrol,Manual,Third,16.1,1298.0,88.2,5.0,2.5,Maruti
1630,Mumbai,2018,2500,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.75,Hyundai
1631,Kochi,2017,32838,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,30.29,BMW
1632,Hyderabad,2006,27076,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1.6,Ford
1633,Kochi,2017,75445,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.54,Ford
1634,Kochi,2015,46601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.84,Maruti
1635,Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,6.0,Volkswagen
1636,Pune,2017,27000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.0,Honda
1637,Coimbatore,2016,68193,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,24.74,Audi
1638,Kochi,2017,34429,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5,Hyundai
1639,Delhi,2013,46000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,36.0,Mercedes-Benz
1640,Coimbatore,2013,80544,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.79,Toyota
1641,Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,3.0,Nissan
1642,Bangalore,2011,94821,Diesel,Automatic,Second,20.0,1968.0,138.1,5.0,6.75,Skoda
1643,Jaipur,2006,100000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.4,Chevrolet
1644,Mumbai,2014,57000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.75,Honda
1645,Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.4,Maruti
1646,Coimbatore,2011,44748,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.89,Volkswagen
1647,Mumbai,2013,31000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,4.95,Nissan
1648,Coimbatore,2013,60587,Petrol,Automatic,Second,16.98,998.0,66.1,5.0,3.49,Maruti
1649,Pune,2011,32000,Diesel,Manual,First,23.59,1364.0,0.0,5.0,3.85,Toyota
1650,Pune,2014,43772,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.35,Honda
1651,Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.08,Hyundai
1652,Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,38.0,Jaguar
1653,Kolkata,2012,62000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.25,Mahindra
1654,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.15,Mercedes-Benz
1655,Delhi,2014,80000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.75,Skoda
1656,Pune,2012,137008,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,4.65,Chevrolet
1657,Delhi,2010,61001,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.75,Mahindra
1658,Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7.78,Hyundai
1659,Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6.75,Hyundai
1660,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,2.99,Honda
1661,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.35,Hyundai
1662,Delhi,2013,89429,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.65,Honda
1663,Delhi,2012,45631,Petrol,Manual,Second,22.5,998.0,67.04,5.0,2.74,Maruti
1664,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.5,Honda
1665,Kochi,2014,55804,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.76,Hyundai
1666,Kochi,2016,25899,Petrol,Manual,First,15.04,1598.0,103.2,5.0,6.2,Volkswagen
1667,Pune,2008,82000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,2.35,Skoda
1668,Mumbai,2014,52000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,24.5,Mercedes-Benz
1669,Pune,2013,20000,Petrol,Manual,First,13.24,1598.0,102.57,5.0,6.0,Renault
1670,Hyderabad,2017,31829,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65,Hyundai
1671,Coimbatore,2016,18094,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,6.26,Maruti
1672,Jaipur,2011,80000,Diesel,Manual,Second,19.5,1461.0,0.0,5.0,2.1,Nissan
1673,Mumbai,2015,11964,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,32.95,Audi
1674,Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.8,Hyundai
1675,Bangalore,2014,43521,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25,Honda
1676,Kochi,2014,49386,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.86,Maruti
1677,Delhi,2017,12248,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.9,Hyundai
1678,Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498.0,112.0,8.0,7.06,Mahindra
1679,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,4.5,Volkswagen
1680,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.22,Maruti
1681,Kolkata,2014,30000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.25,Volkswagen
1682,Delhi,2016,81605,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.53,Hyundai
1683,Coimbatore,2017,32642,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,34.78,Mercedes-Benz
1684,Pune,2014,34200,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,6.5,Hyundai
1685,Chennai,2010,72204,Petrol,Manual,First,15.7,1172.0,67.0,5.0,2.25,Fiat
1686,Pune,2011,156347,Diesel,Manual,Second,12.99,2494.0,100.0,8.0,8.0,Toyota
1687,Kochi,2017,47357,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,8.37,Mahindra
1688,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.39,Volkswagen
1689,Kochi,2018,32586,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,37.3,BMW
1690,Coimbatore,2018,40129,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,70.8,Mercedes-Benz
1691,Mumbai,2012,51000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,22.25,Mercedes-Benz
1692,Kochi,2018,10393,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.03,Hyundai
1693,Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.9,Skoda
1694,Chennai,2013,21000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.96,Hyundai
1695,Hyderabad,2011,113562,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.6,Hyundai
1696,Mumbai,2011,100010,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,5.5,Mahindra
1697,Mumbai,2013,63107,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,Honda
1698,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.25,Hyundai
1699,Pune,2007,90000,Diesel,Manual,Fourth & Above,10.9,2499.0,143.0,7.0,3.0,Ford
1700,Chennai,2011,108242,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.25,Hyundai
1701,Pune,2011,146300,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12.25,Toyota
1702,Pune,2011,62943,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,10.95,BMW
1703,Delhi,2013,65000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5,Toyota
1704,Pune,2018,1700,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,7.8,Honda
1705,Kochi,2013,34697,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.7,Hyundai
1706,Hyderabad,2012,58000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.0,Hyundai
1707,Mumbai,2015,32500,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,26.75,BMW
1708,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,28.03,Audi
1709,Kochi,2017,37124,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.44,Maruti
1710,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.2,Maruti
1711,Kolkata,2005,45200,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.9,Hyundai
1712,Mumbai,2016,11000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.95,Maruti
1713,Pune,2011,65000,Petrol,Manual,Second,26.0,624.0,35.0,4.0,0.44,Tata
1714,Ahmedabad,2012,55005,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.75,Ford
1715,Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,7.5,Volkswagen
1716,Chennai,2010,160000,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,2.5,Fiat
1717,Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,5.0,Mahindra
1718,Hyderabad,2013,67263,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.6,Maruti
1719,Kochi,2012,44223,Petrol,Manual,First,17.6,1496.0,88.7,5.0,3.99,Toyota
1720,Coimbatore,2015,36840,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.64,Hyundai
1721,Pune,2014,160000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.0,Toyota
1722,Kolkata,2008,133000,Diesel,Manual,First,16.8,1405.0,62.0,5.0,0.7,Tata
1723,Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19.0,BMW
1724,Delhi,2017,38000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,30.48,Ford
1725,Mumbai,2017,5500,Petrol,Manual,First,21.56,1462.0,103.25,5.0,8.2,Maruti
1726,Kolkata,2015,1001,Diesel,Manual,First,25.83,1498.0,99.0,5.0,7.55,Ford
1727,Pune,2007,59000,Petrol,Manual,Third,15.26,1150.0,74.9,5.0,0.99,Chevrolet
1728,Delhi,2011,78256,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.15,Honda
1729,Chennai,2016,90000,Petrol,Manual,First,16.95,1498.0,97.6,5.0,6.2,Nissan
1730,Kolkata,2016,18000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.4,Maruti
1731,Kolkata,2012,60000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.1,Ford
1732,Jaipur,2011,130000,Diesel,Manual,First,20.3,1248.0,75.0,5.0,2.2,Fiat
1733,Coimbatore,2018,32851,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.34,Hyundai
1734,Kolkata,2014,32000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35,Maruti
1735,Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.8,Ford
1736,Jaipur,2010,71000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.3,Maruti
1737,Kochi,2016,19947,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.04,Hyundai
1738,Hyderabad,2012,91000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,9.2,Ford
1739,Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,5.7,Volkswagen
1740,Kochi,2018,55594,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.48,Mahindra
1741,Hyderabad,2013,58000,Diesel,Automatic,First,11.2,2993.0,306.0,4.0,48.0,BMW
1742,Hyderabad,2012,110224,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.1,Renault
1743,Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.75,Maruti
1744,Pune,2017,121000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.0,Maruti
1745,Jaipur,2010,73513,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.85,Maruti
1746,Jaipur,2015,34000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3.85,Maruti
1747,Coimbatore,2017,28371,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.74,Maruti
1748,Kochi,2013,74755,Diesel,Manual,First,19.6,1461.0,108.45,5.0,5.63,Renault
1749,Kochi,2011,25805,Petrol,Manual,First,18.2,1061.0,64.0,5.0,2.62,Maruti
1750,Kochi,2015,82603,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4.9,Renault
1751,Chennai,2006,110000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.65,Honda
1752,Delhi,2012,88000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,5.99,Mahindra
1753,Chennai,2011,110000,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,2.4,Mahindra
1754,Delhi,2017,15000,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.25,Renault
1755,Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,40.0,Porsche
1756,Pune,2008,150000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,2.7,Maruti
1757,Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198.0,67.0,5.0,2.99,Datsun
1758,Chennai,2011,37442,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.4,Hyundai
1759,Coimbatore,2016,63111,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,30.8,BMW
1760,Mumbai,2012,88000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.85,Maruti
1761,Jaipur,2014,42355,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.0,Hyundai
1762,Coimbatore,2011,75871,Petrol,Automatic,First,9.43,2996.0,254.0,5.0,14.12,BMW
1763,Mumbai,2011,65000,Diesel,Manual,First,17.9,1998.0,163.7,5.0,4.55,Chevrolet
1764,Pune,2015,69000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,38.0,Mercedes-Benz
1765,Jaipur,2011,79232,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2.9,Maruti
1766,Pune,2007,220000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,6.0,Mercedes-Benz
1767,Kochi,2016,28470,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95,Hyundai
1768,Kolkata,2014,9759,Petrol,Manual,First,20.3,998.0,68.05,5.0,2.75,Hyundai
1769,Pune,2014,75216,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.1,Maruti
1770,Chennai,2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.75,Hyundai
1771,Mumbai,2014,59451,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.69,Maruti
1772,Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.45,Maruti
1773,Kochi,2018,15135,Petrol,Manual,First,17.5,1199.0,88.7,5.0,9.29,Honda
1774,Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197.0,81.86,5.0,4.0,Hyundai
1775,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2.9,Honda
1776,Pune,2013,21107,Petrol,Manual,First,17.1,1591.0,121.3,5.0,5.25,Hyundai
1777,Mumbai,2014,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,5.75,Honda
1778,Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13.12,Hyundai
1779,Kochi,2014,70963,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.83,Mahindra
1780,Mumbai,2013,25755,CNG,Manual,First,26.6,998.0,58.16,5.0,3.15,Maruti
1781,Mumbai,2013,51450,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.4,Toyota
1782,Pune,2012,75000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.35,Maruti
1783,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998.0,67.0,5.0,5.23,Maruti
1784,Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.01,Hyundai
1785,Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.4,Honda
1786,Chennai,2010,83000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,12.75,BMW
1787,Delhi,2011,65000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.4,Ford
1788,Kochi,2018,46007,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.71,Volkswagen
1789,Kochi,2015,65925,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,5.49,Ford
1790,Pune,2004,73500,Petrol,Manual,Second,13.0,1343.0,90.0,5.0,1.3,Honda
1791,Kolkata,2014,55000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.5,Mahindra
1792,Delhi,2012,115000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,12.99,Toyota
1793,Kolkata,2017,31184,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.0,Hyundai
1794,Pune,2017,41747,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.0,Maruti
